"Reporting_Month","baskett","mnsty_item","smeb_item","price","unit","quantity","ministry_smeb_price_lbp","price_lbp_l_kg"
2026-03-30,"Food MEB","Banana","Bananas",96517.1428571429,"kg",1,868654.285714286,96517.1428571429
2026-03-30,"Food SMEB","Cabbage","Cabbage",52291,"kg",1,705928.5,52291
2026-03-30,"Food SMEB","Carrots","Carrots",127187.375,"kg",1,381562.125,127187.375
2026-03-30,"Food SMEB","Chickpeas","Chickpeas packed",177606,"kg",1,799227,177606
2026-03-30,"Food MEB","Cucumber","Cucumber",130068.777777778,"kg",1,780412.666666668,130068.777777778
2026-03-30,"Food SMEB","Eggs","Eggs",454928.5,"pieces",30,568660.625,254759.96
2026-03-30,"Food SMEB","Powdered Milk","Milk powder can",1714615.5,"kg",2.5,2057538.6,685846.2
2026-03-30,"Food MEB","Oranges","Naval oranges",150833.333333333,"kg",1,1357500,150833.333333333
2026-03-30,"Food MEB","Parsley","Parsley",38274.7961111111,"bundle",1,3444731.65,765495.922222222
2026-03-30,"Food SMEB","Rice","Plain rice",109690.285714286,"kg",1,1316283.42857143,109690.285714286
2026-03-30,"Food SMEB","Potatoes","Potato",75562.375,"kg",1,793404.9375,75562.375
2026-03-30,"Food SMEB","Apples","Red apples",235902.111111111,"kg",1,1769265.83333333,235902.111111111
2026-03-30,"Food SMEB","Lentils","Red lentils",143161.2,"kg",1,536854.5,143161.2
2026-03-30,"Food MEB","Onion","Red onion",96527.1111111111,"kg",1,289581.333333333,96527.1111111111
2026-03-30,"Food SMEB","Salt","Salt",74579.1428571429,"g",700,63914.3254285715,106648.174285714
2026-03-30,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-03-30,"Food SMEB","Tomato Paste","Small tomato paste",54973.2857142857,"g",70,2356155.02571429,785568.252857143
2026-03-30,"Food SMEB","Sugar","Sugar",86672.625,"kg",1,260017.875,86672.625
2026-03-30,"Food SMEB","Sunflower Oil","Sunflower Oil",895206,"L",3.5,651709.968,256028.916
2026-03-30,"Food MEB","Tahini","Tahina container",312540.428571429,"g",454,515691.707142858,688526.564142858
2026-03-30,"Food SMEB","Tea","Tea (unflavored) packed",521829.75,"g",454,688815.27,1149590.93925
2026-03-30,"Food MEB","Tomato","Tomato",158749.875,"kg",1,1190624.0625,158749.875
2026-03-30,"Food SMEB","White Beans","White beans",188594.25,"kg",1,282891.375,188594.25
2026-03-30,"Food MEB","Fresh Chicken","Whole chicken",339514.5,"kg",1,1273179.375,339514.5
2026-03-30,"Food MEB","Zucchini","Zucchini",145242.388888889,"kg",1,653590.75,145242.388888889
2026-03-23,"Food MEB","Banana","Bananas",80668.9285714286,"kg",1,726020.357142857,80668.9285714286
2026-03-23,"Food SMEB","Cabbage","Cabbage",54367.3888888889,"kg",1,733959.75,54367.3888888889
2026-03-23,"Food SMEB","Carrots","Carrots",128749.875,"kg",1,386249.625,128749.875
2026-03-23,"Food SMEB","Chickpeas","Chickpeas packed",178951.5,"kg",1,805281.75,178951.5
2026-03-23,"Food MEB","Cucumber","Cucumber",120874.875,"kg",1,725249.25,120874.875
2026-03-23,"Food SMEB","Eggs","Eggs",433507.285714286,"pieces",30,541884.107142858,242764.08
2026-03-23,"Food SMEB","Powdered Milk","Milk powder can",1714615.5,"kg",2.5,2057538.6,685846.2
2026-03-23,"Food MEB","Oranges","Naval oranges",150445.714285714,"kg",1,1354011.42857143,150445.714285714
2026-03-23,"Food MEB","Parsley","Parsley",39999.3333333333,"bundle",1,3599940,799986.666666666
2026-03-23,"Food SMEB","Rice","Plain rice",111527,"kg",1,1338324,111527
2026-03-23,"Food SMEB","Potatoes","Potato",76874.875,"kg",1,807186.1875,76874.875
2026-03-23,"Food SMEB","Apples","Red apples",234929.888888889,"kg",1,1761974.16666667,234929.888888889
2026-03-23,"Food SMEB","Lentils","Red lentils",152041.5,"kg",1,570155.625,152041.5
2026-03-23,"Food MEB","Onion","Red onion",99478.5,"kg",1,298435.5,99478.5
2026-03-23,"Food SMEB","Salt","Salt",74322.8571428571,"g",700,63694.6885714285,106281.685714286
2026-03-23,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-03-23,"Food SMEB","Tomato Paste","Small tomato paste",54973.2857142857,"g",70,2356155.02571429,785568.252857143
2026-03-23,"Food SMEB","Sugar","Sugar",86672.625,"kg",1,260017.875,86672.625
2026-03-23,"Food SMEB","Sunflower Oil","Sunflower Oil",886620.428571429,"L",3.5,645459.672,253573.442571429
2026-03-23,"Food MEB","Tahini","Tahina container",312540.428571429,"g",454,515691.707142858,688526.564142858
2026-03-23,"Food SMEB","Tea","Tea (unflavored) packed",520035.75,"g",454,686447.19,1145638.75725
2026-03-23,"Food MEB","Tomato","Tomato",207360.444444444,"kg",1,1555203.33333333,207360.444444444
2026-03-23,"Food SMEB","White Beans","White beans",197639,"kg",1,296458.5,197639
2026-03-23,"Food MEB","Fresh Chicken","Whole chicken",355212,"kg",1,1332045,355212
2026-03-23,"Food MEB","Zucchini","Zucchini",152950.722222222,"kg",1,688278.249999999,152950.722222222
2026-03-16,"Food MEB","Banana","Bananas",82231.4285714286,"kg",1,740082.857142857,82231.4285714286
2026-03-16,"Food SMEB","Cabbage","Cabbage",55311.8333333333,"kg",1,746709.75,55311.8333333333
2026-03-16,"Food SMEB","Carrots","Carrots",124235.444444444,"kg",1,372706.333333332,124235.444444444
2026-03-16,"Food SMEB","Chickpeas","Chickpeas packed",174915,"kg",1,787117.5,174915
2026-03-16,"Food MEB","Cucumber","Cucumber",134721.555555556,"kg",1,808329.333333336,134721.555555556
2026-03-16,"Food SMEB","Eggs","Eggs",433507.285714286,"pieces",30,541884.107142858,242764.08
2026-03-16,"Food SMEB","Powdered Milk","Milk powder can",1714615.5,"kg",2.5,2057538.6,685846.2
2026-03-16,"Food MEB","Oranges","Naval oranges",146472.5,"kg",1,1318252.5,146472.5
2026-03-16,"Food MEB","Parsley","Parsley",39561.8333333333,"bundle",1,3560565,791236.666666666
2026-03-16,"Food SMEB","Rice","Plain rice",108408.857142857,"kg",1,1300906.28571428,108408.857142857
2026-03-16,"Food SMEB","Potatoes","Potato",74999.875,"kg",1,787498.6875,74999.875
2026-03-16,"Food SMEB","Apples","Red apples",245034.055555556,"kg",1,1837755.41666667,245034.055555556
2026-03-16,"Food SMEB","Lentils","Red lentils",143161.2,"kg",1,536854.5,143161.2
2026-03-16,"Food MEB","Onion","Red onion",90916,"kg",1,272748,90916
2026-03-16,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-03-16,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-03-16,"Food SMEB","Tomato Paste","Small tomato paste",53563.7142857143,"g",70,2295740.79428571,765425.477142857
2026-03-16,"Food SMEB","Sugar","Sugar",94801.6875,"kg",1,284405.0625,94801.6875
2026-03-16,"Food SMEB","Sunflower Oil","Sunflower Oil",864259.5,"L",3.5,629180.916,247178.217
2026-03-16,"Food MEB","Tahini","Tahina container",306645.857142857,"g",454,505965.664285714,675540.823285714
2026-03-16,"Food SMEB","Tea","Tea (unflavored) packed",520035.75,"g",454,686447.19,1145638.75725
2026-03-16,"Food MEB","Tomato","Tomato",218888.222222222,"kg",1,1641661.66666666,218888.222222222
2026-03-16,"Food SMEB","White Beans","White beans",188594.25,"kg",1,282891.375,188594.25
2026-03-16,"Food MEB","Fresh Chicken","Whole chicken",357454.5,"kg",1,1340454.375,357454.5
2026-03-16,"Food MEB","Zucchini","Zucchini",187742.388888889,"kg",1,844840.75,187742.388888889
2026-03-09,"Food MEB","Banana","Bananas",75267.1428571429,"kg",1,677404.285714286,75267.1428571429
2026-03-09,"Food SMEB","Cabbage","Cabbage",49700.7222222222,"kg",1,670959.75,49700.7222222222
2026-03-09,"Food SMEB","Carrots","Carrots",116700.722222222,"kg",1,350102.166666666,116700.722222222
2026-03-09,"Food SMEB","Chickpeas","Chickpeas packed",190612.5,"kg",1,857756.25,190612.5
2026-03-09,"Food MEB","Cucumber","Cucumber",166562.375,"kg",1,999374.25,166562.375
2026-03-09,"Food SMEB","Eggs","Eggs",436070.142857143,"pieces",30,545087.678571429,244199.28
2026-03-09,"Food SMEB","Powdered Milk","Milk powder can",1714615.5,"kg",2.5,2057538.6,685846.2
2026-03-09,"Food MEB","Oranges","Naval oranges",126740.357142857,"kg",1,1140663.21428571,126740.357142857
2026-03-09,"Food MEB","Parsley","Parsley",39339.6111111111,"bundle",1,3540565,786792.222222222
2026-03-09,"Food SMEB","Rice","Plain rice",108024.428571429,"kg",1,1296293.14285715,108024.428571429
2026-03-09,"Food SMEB","Potatoes","Potato",69999.875,"kg",1,734998.6875,69999.875
2026-03-09,"Food SMEB","Apples","Red apples",231631.277777778,"kg",1,1737234.58333334,231631.277777778
2026-03-09,"Food SMEB","Lentils","Red lentils",143161.2,"kg",1,536854.5,143161.2
2026-03-09,"Food MEB","Onion","Red onion",87082.6666666667,"kg",1,261248,87082.6666666667
2026-03-09,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-03-09,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-03-09,"Food SMEB","Tomato Paste","Small tomato paste",53563.7142857143,"g",70,2295740.79428571,765425.477142857
2026-03-09,"Food SMEB","Sugar","Sugar",88098.2142857143,"kg",1,264294.642857143,88098.2142857143
2026-03-09,"Food SMEB","Sunflower Oil","Sunflower Oil",856410.75,"L",3.5,623467.026,244933.4745
2026-03-09,"Food MEB","Tahini","Tahina container",306645.857142857,"g",454,505965.664285714,675540.823285714
2026-03-09,"Food SMEB","Tea","Tea (unflavored) packed",527735,"g",454,696610.2,1162600.205
2026-03-09,"Food MEB","Tomato","Tomato",189304.888888889,"kg",1,1419786.66666667,189304.888888889
2026-03-09,"Food SMEB","White Beans","White beans",188594.25,"kg",1,282891.375,188594.25
2026-03-09,"Food MEB","Fresh Chicken","Whole chicken",353193.75,"kg",1,1324476.5625,353193.75
2026-03-09,"Food MEB","Zucchini","Zucchini",179131.277777778,"kg",1,806090.750000001,179131.277777778
2026-03-02,"Food MEB","Banana","Bananas",63186.875,"kg",1,568681.875,63186.875
2026-03-02,"Food SMEB","Cabbage","Cabbage",45149.4,"kg",1,609516.9,45149.4
2026-03-02,"Food SMEB","Carrots","Carrots",123249.4,"kg",1,369748.2,123249.4
2026-03-02,"Food SMEB","Chickpeas","Chickpeas packed",182763.75,"kg",1,822436.875,182763.75
2026-03-02,"Food MEB","Cucumber","Cucumber",148499.4,"kg",1,890996.4,148499.4
2026-03-02,"Food SMEB","Eggs","Eggs",426523.5,"pieces",30,533154.375,238853.16
2026-03-02,"Food SMEB","Powdered Milk","Milk powder can",1714615.5,"kg",2.5,2057538.6,685846.2
2026-03-02,"Food MEB","Oranges","Naval oranges",134624.375,"kg",1,1211619.375,134624.375
2026-03-02,"Food MEB","Parsley","Parsley",39083.2222222222,"bundle",1,3517490,781664.444444444
2026-03-02,"Food SMEB","Rice","Plain rice",105285.375,"kg",1,1263424.5,105285.375
2026-03-02,"Food SMEB","Potatoes","Potato",65444.3333333333,"kg",1,687165.5,65444.3333333333
2026-03-02,"Food SMEB","Apples","Red apples",220082.7,"kg",1,1650620.25,220082.7
2026-03-02,"Food SMEB","Lentils","Red lentils",139483.5,"kg",1,523063.125,139483.5
2026-03-02,"Food MEB","Onion","Red onion",68032.7,"kg",1,204098.1,68032.7
2026-03-02,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-03-02,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-03-02,"Food SMEB","Tomato Paste","Small tomato paste",53563.7142857143,"g",70,2295740.79428571,765425.477142857
2026-03-02,"Food SMEB","Sugar","Sugar",85215,"kg",1,255645,85215
2026-03-02,"Food SMEB","Sunflower Oil","Sunflower Oil",826809.75,"L",3.5,601917.498,236467.5885
2026-03-02,"Food MEB","Tahini","Tahina container",299037.375,"g",454,493411.66875,658779.337125
2026-03-02,"Food SMEB","Tea","Tea (unflavored) packed",507702,"g",454,670166.64,1118467.506
2026-03-02,"Food MEB","Tomato","Tomato",171582.7,"kg",1,1286870.25,171582.7
2026-03-02,"Food SMEB","White Beans","White beans",188594.25,"kg",1,282891.375,188594.25
2026-03-02,"Food MEB","Fresh Chicken","Whole chicken",363285,"kg",1,1362318.75,363285
2026-03-02,"Food MEB","Zucchini","Zucchini",178888.222222222,"kg",1,804996.999999999,178888.222222222
2026-02-23,"Food MEB","Banana","Bananas",58678.5714285714,"kg",1,528107.142857143,58678.5714285714
2026-02-23,"Food SMEB","Cabbage","Cabbage",42999.4,"kg",1,580491.9,42999.4
2026-02-23,"Food SMEB","Carrots","Carrots",121999.4,"kg",1,365998.2,121999.4
2026-02-23,"Food SMEB","Chickpeas","Chickpeas packed",178861.8,"kg",1,804878.1,178861.8
2026-02-23,"Food MEB","Cucumber","Cucumber",133999.4,"kg",1,803996.4,133999.4
2026-02-23,"Food SMEB","Eggs","Eggs",446481.75,"pieces",30,558102.1875,250029.78
2026-02-23,"Food SMEB","Powdered Milk","Milk powder can",1714615.5,"kg",2.5,2057538.6,685846.2
2026-02-23,"Food MEB","Oranges","Naval oranges",126928.571428571,"kg",1,1142357.14285714,126928.571428571
2026-02-23,"Food MEB","Parsley","Parsley",39049.4,"bundle",1,3514446,780988
2026-02-23,"Food SMEB","Rice","Plain rice",105285.375,"kg",1,1263424.5,105285.375
2026-02-23,"Food SMEB","Potatoes","Potato",59527.6666666667,"kg",1,625040.5,59527.6666666667
2026-02-23,"Food SMEB","Apples","Red apples",215694.3,"kg",1,1617707.25,215694.3
2026-02-23,"Food SMEB","Lentils","Red lentils",139483.5,"kg",1,523063.125,139483.5
2026-02-23,"Food MEB","Onion","Red onion",62982.7,"kg",1,188948.1,62982.7
2026-02-23,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-02-23,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-02-23,"Food SMEB","Tomato Paste","Small tomato paste",53563.7142857143,"g",70,2295740.79428571,765425.477142857
2026-02-23,"Food SMEB","Sugar","Sugar",94801.6875,"kg",1,284405.0625,94801.6875
2026-02-23,"Food SMEB","Sunflower Oil","Sunflower Oil",834110.333333333,"L",3.5,607232.322666666,238555.555333333
2026-02-23,"Food MEB","Tahini","Tahina container",299037.375,"g",454,493411.66875,658779.337125
2026-02-23,"Food SMEB","Tea","Tea (unflavored) packed",522502.5,"g",454,689703.3,1151073.0075
2026-02-23,"Food MEB","Tomato","Tomato",133166.522222222,"kg",1,998748.916666665,133166.522222222
2026-02-23,"Food SMEB","White Beans","White beans",188594.25,"kg",1,282891.375,188594.25
2026-02-23,"Food MEB","Fresh Chicken","Whole chicken",365976,"kg",1,1372410,365976
2026-02-23,"Food MEB","Zucchini","Zucchini",171054.888888889,"kg",1,769747,171054.888888889
2026-02-16,"Food MEB","Banana","Bananas",58499.375,"kg",1,526494.375,58499.375
2026-02-16,"Food SMEB","Cabbage","Cabbage",40166,"kg",1,542241,40166
2026-02-16,"Food SMEB","Carrots","Carrots",107416,"kg",1,322248,107416
2026-02-16,"Food SMEB","Chickpeas","Chickpeas packed",170430,"kg",1,766935,170430
2026-02-16,"Food MEB","Cucumber","Cucumber",121999.4,"kg",1,731996.4,121999.4
2026-02-16,"Food SMEB","Eggs","Eggs",453209.25,"pieces",30,566511.5625,253797.18
2026-02-16,"Food SMEB","Powdered Milk","Milk powder can",1768435.5,"kg",2.5,2122122.6,707374.2
2026-02-16,"Food MEB","Oranges","Naval oranges",114857.142857143,"kg",1,1033714.28571429,114857.142857143
2026-02-16,"Food MEB","Parsley","Parsley",40832.6666666667,"bundle",1,3674940,816653.333333334
2026-02-16,"Food SMEB","Rice","Plain rice",105846,"kg",1,1270152,105846
2026-02-16,"Food SMEB","Potatoes","Potato",60499.8555555556,"kg",1,635248.483333334,60499.8555555556
2026-02-16,"Food SMEB","Apples","Red apples",199944.333333333,"kg",1,1499582.5,199944.333333333
2026-02-16,"Food SMEB","Lentils","Red lentils",139483.5,"kg",1,523063.125,139483.5
2026-02-16,"Food MEB","Onion","Red onion",66949.4,"kg",1,200848.2,66949.4
2026-02-16,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-02-16,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-02-16,"Food SMEB","Tomato Paste","Small tomato paste",53563.7142857143,"g",70,2295740.79428571,765425.477142857
2026-02-16,"Food SMEB","Sugar","Sugar",94801.6875,"kg",1,284405.0625,94801.6875
2026-02-16,"Food SMEB","Sunflower Oil","Sunflower Oil",837798,"L",3.5,609916.944,239610.228
2026-02-16,"Food MEB","Tahini","Tahina container",299037.375,"g",454,493411.66875,658779.337125
2026-02-16,"Food SMEB","Tea","Tea (unflavored) packed",520035.75,"g",454,686447.19,1145638.75725
2026-02-16,"Food MEB","Tomato","Tomato",118999.888888889,"kg",1,892499.166666668,118999.888888889
2026-02-16,"Food SMEB","White Beans","White beans",212140.5,"kg",1,318210.75,212140.5
2026-02-16,"Food MEB","Fresh Chicken","Whole chicken",357903,"kg",1,1342136.25,357903
2026-02-16,"Food MEB","Zucchini","Zucchini",150138.155555556,"kg",1,675621.700000002,150138.155555556
2026-02-10,"Food MEB","Banana","Bananas",59499.375,"kg",1,535494.375,59499.375
2026-02-10,"Food SMEB","Cabbage","Cabbage",43249.4,"kg",1,583866.9,43249.4
2026-02-10,"Food SMEB","Carrots","Carrots",105332.7,"kg",1,315998.1,105332.7
2026-02-10,"Food SMEB","Chickpeas","Chickpeas packed",188370,"kg",1,847665,188370
2026-02-10,"Food MEB","Cucumber","Cucumber",112416.1,"kg",1,674496.6,112416.1
2026-02-10,"Food SMEB","Eggs","Eggs",454330.5,"pieces",30,567913.125,254425.08
2026-02-10,"Food SMEB","Powdered Milk","Milk powder can",1768435.5,"kg",2.5,2122122.6,707374.2
2026-02-10,"Food MEB","Oranges","Naval oranges",116785.714285714,"kg",1,1051071.42857143,116785.714285714
2026-02-10,"Food MEB","Parsley","Parsley",41027.1111111111,"bundle",1,3692440,820542.222222222
2026-02-10,"Food SMEB","Rice","Plain rice",105846,"kg",1,1270152,105846
2026-02-10,"Food SMEB","Potatoes","Potato",56055.4111111111,"kg",1,588581.816666667,56055.4111111111
2026-02-10,"Food SMEB","Apples","Red apples",187116.1,"kg",1,1403370.75,187116.1
2026-02-10,"Food SMEB","Lentils","Red lentils",139483.5,"kg",1,523063.125,139483.5
2026-02-10,"Food MEB","Onion","Red onion",71666.1,"kg",1,214998.3,71666.1
2026-02-10,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-02-10,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-02-10,"Food SMEB","Tomato Paste","Small tomato paste",53563.7142857143,"g",70,2295740.79428571,765425.477142857
2026-02-10,"Food SMEB","Sugar","Sugar",94801.6875,"kg",1,284405.0625,94801.6875
2026-02-10,"Food SMEB","Sunflower Oil","Sunflower Oil",837798,"L",3.5,609916.944,239610.228
2026-02-10,"Food MEB","Tahini","Tahina container",299037.375,"g",454,493411.66875,658779.337125
2026-02-10,"Food SMEB","Tea","Tea (unflavored) packed",520035.75,"g",454,686447.19,1145638.75725
2026-02-10,"Food MEB","Tomato","Tomato",128749.4,"kg",1,965620.5,128749.4
2026-02-10,"Food SMEB","White Beans","White beans",212140.5,"kg",1,318210.75,212140.5
2026-02-10,"Food MEB","Fresh Chicken","Whole chicken",365976,"kg",1,1372410,365976
2026-02-10,"Food MEB","Zucchini","Zucchini",153888.222222222,"kg",1,692496.999999999,153888.222222222
2026-02-02,"Food MEB","Banana","Bananas",58999.375,"kg",1,530994.375,58999.375
2026-02-02,"Food SMEB","Cabbage","Cabbage",44916.1,"kg",1,606367.35,44916.1
2026-02-02,"Food SMEB","Carrots","Carrots",108416.1,"kg",1,325248.3,108416.1
2026-02-02,"Food SMEB","Chickpeas","Chickpeas packed",192675.6,"kg",1,867040.2,192675.6
2026-02-02,"Food MEB","Cucumber","Cucumber",152116.1,"kg",1,912696.6,152116.1
2026-02-02,"Food SMEB","Eggs","Eggs",456012.375,"pieces",30,570015.46875,255366.93
2026-02-02,"Food SMEB","Powdered Milk","Milk powder can",1768435.5,"kg",2.5,2122122.6,707374.2
2026-02-02,"Food MEB","Oranges","Naval oranges",125357.142857143,"kg",1,1128214.28571429,125357.142857143
2026-02-02,"Food MEB","Parsley","Parsley",38943.7444444444,"bundle",1,3504937,778874.888888888
2026-02-02,"Food SMEB","Rice","Plain rice",105846,"kg",1,1270152,105846
2026-02-02,"Food SMEB","Potatoes","Potato",57444.3,"kg",1,603165.15,57444.3
2026-02-02,"Food SMEB","Apples","Red apples",215249.4,"kg",1,1614370.5,215249.4
2026-02-02,"Food SMEB","Lentils","Red lentils",141367.2,"kg",1,530127,141367.2
2026-02-02,"Food MEB","Onion","Red onion",71694.3333333333,"kg",1,215083,71694.3333333333
2026-02-02,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-02-02,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-02-02,"Food SMEB","Tomato Paste","Small tomato paste",56639.1428571429,"g",70,2427553.66285714,809373.351428572
2026-02-02,"Food SMEB","Sugar","Sugar",94801.6875,"kg",1,284405.0625,94801.6875
2026-02-02,"Food SMEB","Sunflower Oil","Sunflower Oil",844276.333333333,"L",3.5,614633.170666666,241463.031333333
2026-02-02,"Food MEB","Tahini","Tahina container",299149.5,"g",454,493596.675,659026.3485
2026-02-02,"Food SMEB","Tea","Tea (unflavored) packed",522502.5,"g",454,689703.3,1151073.0075
2026-02-02,"Food MEB","Tomato","Tomato",135499.4,"kg",1,1016245.5,135499.4
2026-02-02,"Food SMEB","White Beans","White beans",212140.5,"kg",1,318210.75,212140.5
2026-02-02,"Food MEB","Fresh Chicken","Whole chicken",338707.2,"kg",1,1270152,338707.2
2026-02-02,"Food MEB","Zucchini","Zucchini",168027.144444444,"kg",1,756122.149999998,168027.144444444
2026-01-26,"Food MEB","Banana","Bananas",60561.875,"kg",1,545056.875,60561.875
2026-01-26,"Food SMEB","Cabbage","Cabbage",43999.4,"kg",1,593991.9,43999.4
2026-01-26,"Food SMEB","Carrots","Carrots",114999.4,"kg",1,344998.2,114999.4
2026-01-26,"Food SMEB","Chickpeas","Chickpeas packed",192675.6,"kg",1,867040.2,192675.6
2026-01-26,"Food MEB","Cucumber","Cucumber",171082.7,"kg",1,1026496.2,171082.7
2026-01-26,"Food SMEB","Eggs","Eggs",473103.428571429,"pieces",30,591379.285714286,264937.92
2026-01-26,"Food SMEB","Powdered Milk","Milk powder can",1768435.5,"kg",2.5,2122122.6,707374.2
2026-01-26,"Food MEB","Oranges","Naval oranges",112821.428571429,"kg",1,1015392.85714286,112821.428571429
2026-01-26,"Food MEB","Parsley","Parsley",32249.4,"bundle",1,2902446,644988
2026-01-26,"Food SMEB","Rice","Plain rice",107527.875,"kg",1,1290334.5,107527.875
2026-01-26,"Food SMEB","Potatoes","Potato",57138.7777777778,"kg",1,599957.166666667,57138.7777777778
2026-01-26,"Food SMEB","Apples","Red apples",201832.7,"kg",1,1513745.25,201832.7
2026-01-26,"Food SMEB","Lentils","Red lentils",144192.75,"kg",1,540722.8125,144192.75
2026-01-26,"Food MEB","Onion","Red onion",69499.4,"kg",1,208498.2,69499.4
2026-01-26,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-01-26,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-01-26,"Food SMEB","Tomato Paste","Small tomato paste",56639.1428571429,"g",70,2427553.66285714,809373.351428572
2026-01-26,"Food SMEB","Sugar","Sugar",94969.875,"kg",1,284909.625,94969.875
2026-01-26,"Food SMEB","Sunflower Oil","Sunflower Oil",837798,"L",3.5,609916.944,239610.228
2026-01-26,"Food MEB","Tahini","Tahina container",295000.875,"g",454,486751.44375,649886.927625
2026-01-26,"Food SMEB","Tea","Tea (unflavored) packed",520035.75,"g",454,686447.19,1145638.75725
2026-01-26,"Food MEB","Tomato","Tomato",148249.4,"kg",1,1111870.5,148249.4
2026-01-26,"Food SMEB","White Beans","White beans",212140.5,"kg",1,318210.75,212140.5
2026-01-26,"Food MEB","Fresh Chicken","Whole chicken",326866.8,"kg",1,1225750.5,326866.8
2026-01-26,"Food MEB","Zucchini","Zucchini",197693.744444444,"kg",1,889621.849999998,197693.744444444
2026-01-19,"Food MEB","Banana","Bananas",60103.475,"kg",1,540931.275,60103.475
2026-01-19,"Food SMEB","Cabbage","Cabbage",44449.4,"kg",1,600066.9,44449.4
2026-01-19,"Food SMEB","Carrots","Carrots",124332.7,"kg",1,372998.1,124332.7
2026-01-19,"Food SMEB","Chickpeas","Chickpeas packed",192675.6,"kg",1,867040.2,192675.6
2026-01-19,"Food MEB","Cucumber","Cucumber",132832.7,"kg",1,796996.2,132832.7
2026-01-19,"Food SMEB","Eggs","Eggs",458254.875,"pieces",30,572818.59375,256622.73
2026-01-19,"Food SMEB","Powdered Milk","Milk powder can",1768435.5,"kg",2.5,2122122.6,707374.2
2026-01-19,"Food MEB","Oranges","Naval oranges",117178.571428571,"kg",1,1054607.14285714,117178.571428571
2026-01-19,"Food MEB","Parsley","Parsley",30999.4,"bundle",1,2789946,619988
2026-01-19,"Food SMEB","Rice","Plain rice",107527.875,"kg",1,1290334.5,107527.875
2026-01-19,"Food SMEB","Potatoes","Potato",56416.5222222222,"kg",1,592373.483333333,56416.5222222222
2026-01-19,"Food SMEB","Apples","Red apples",215499.4,"kg",1,1616245.5,215499.4
2026-01-19,"Food SMEB","Lentils","Red lentils",144192.75,"kg",1,540722.8125,144192.75
2026-01-19,"Food MEB","Onion","Red onion",71749.4,"kg",1,215248.2,71749.4
2026-01-19,"Food SMEB","Salt","Salt",70414.5,"g",700,60345.2265,100692.735
2026-01-19,"Food SMEB","Sardine","Sardines can",117656.5,"g",125,2117817,941252
2026-01-19,"Food SMEB","Tomato Paste","Small tomato paste",55870.2857142857,"g",70,2394600.44571429,798386.382857143
2026-01-19,"Food SMEB","Sugar","Sugar",86784.75,"kg",1,260354.25,86784.75
2026-01-19,"Food SMEB","Sunflower Oil","Sunflower Oil",819359.666666667,"L",3.5,596493.837333334,234336.864666667
2026-01-19,"Food MEB","Tahini","Tahina container",295000.875,"g",454,486751.44375,649886.927625
2026-01-19,"Food SMEB","Tea","Tea (unflavored) packed",522502.5,"g",454,689703.3,1151073.0075
2026-01-19,"Food MEB","Tomato","Tomato",140249.4,"kg",1,1051870.5,140249.4
2026-01-19,"Food SMEB","White Beans","White beans",212140.5,"kg",1,318210.75,212140.5
2026-01-19,"Food MEB","Fresh Chicken","Whole chicken",312694.2,"kg",1,1172603.25,312694.2
2026-01-19,"Food MEB","Zucchini","Zucchini",179499.266666667,"kg",1,807746.700000002,179499.266666667
2026-01-12,"Food MEB","Banana","Bananas",59144.55,"kg",1,532300.95,59144.55
2026-01-12,"Food SMEB","Cabbage","Cabbage",45848.9,"kg",1,618960.15,45848.9
2026-01-12,"Food SMEB","Carrots","Carrots",112915.5,"kg",1,338746.5,112915.5
2026-01-12,"Food SMEB","Chickpeas","Chickpeas packed",185978,"kg",1,836901,185978
2026-01-12,"Food MEB","Cucumber","Cucumber",126248.9,"kg",1,757493.4,126248.9
2026-01-12,"Food SMEB","Eggs","Eggs",486323.5,"pieces",30,607904.375,272341.16
2026-01-12,"Food SMEB","Powdered Milk","Milk powder can",1574235,"kg",2.5,1889082,629694
2026-01-12,"Food MEB","Oranges","Naval oranges",112916.666666667,"kg",1,1016250,112916.666666667
