"Reporting_Month","baskett","mnsty_item","smeb_item","price","unit","quantity","ministry_smeb_price_lbp","price_lbp_l_kg"
2022-08-01,"Food SMEB","Rice","Plain rice",31762.5,"kg",1,381150,31762.5
2022-08-01,"Food SMEB","Potatoes","Potato",12220.8,"kg",1,128318.4,12220.8
2022-08-01,"Food SMEB","Apples","Red apples",20235.5714285714,"kg",1,151766.785714285,20235.5714285714
2022-08-01,"Food SMEB","Lentils","Red lentils",53916.6666666667,"kg",1,202187.5,53916.6666666667
2022-08-01,"Food MEB","Onion","Red onion",14988.2222222222,"kg",1,44964.6666666666,14988.2222222222
2022-08-01,"Food SMEB","Salt","Salt",23892.5,"g",700,20475.8725,34166.275
2022-08-01,"Food SMEB","Sardine","Sardines can",26693,"g",125,480474,213544
2022-08-01,"Food SMEB","Tomato Paste","Small tomato paste",14883.8333333333,"g",70,637921.096666665,212689.978333333
2022-08-01,"Food SMEB","Sugar","Sugar",29121.1428571429,"kg",1,87363.4285714287,29121.1428571429
2022-08-01,"Food SMEB","Sunflower Oil","Sunflower Oil",446556.6,"L",3.5,325093.2048,127715.1876
2022-08-01,"Food MEB","Tahini","Tahina container",86219.125,"g",454,142261.55625,189940.732375
2022-08-01,"Food SMEB","Tea","Tea (unflavored) packed",104666,"g",454,138159.12,230579.198
2022-08-01,"Food MEB","Tomato","Tomato",15421.5222222222,"kg",1,115661.416666666,15421.5222222222
2022-08-01,"Food SMEB","White Beans","White beans",56363.3333333333,"kg",1,84544.9999999999,56363.3333333333
2022-08-01,"Food MEB","Fresh Chicken","Whole chicken",85942.3333333333,"kg",1,322283.75,85942.3333333333
2022-08-01,"Food MEB","Zucchini","Zucchini",15909.25,"kg",1,71591.625,15909.25
2022-07-18,"Food MEB","Banana","Bananas",23975,"kg",1,215775,23975
2022-07-18,"Food SMEB","Cabbage","Cabbage",10993.7444444444,"kg",1,148415.549999999,10993.7444444444
2022-07-18,"Food SMEB","Carrots","Carrots",16822.1111111111,"kg",1,50466.3333333333,16822.1111111111
2022-07-18,"Food SMEB","Chickpeas","Chickpeas packed",59108.75,"kg",1,265989.375,59108.75
2022-07-18,"Food MEB","Cucumber","Cucumber",12722.725,"kg",1,76336.35,12722.725
2022-07-18,"Food SMEB","Eggs","Eggs",117069.777777778,"pieces",30,146337.222222223,65559.0755555557
2022-07-18,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-07-18,"Food MEB","Oranges","Naval oranges",10778.3,"kg",1,97004.7,10778.3
2022-07-18,"Food MEB","Parsley","Parsley",4610.96666666667,"bundle",1,414987,92219.3333333334
2022-07-18,"Food SMEB","Rice","Plain rice",28508.3333333333,"kg",1,342100,28508.3333333333
2022-07-18,"Food SMEB","Potatoes","Potato",13570.675,"kg",1,142492.0875,13570.675
2022-07-18,"Food SMEB","Apples","Red apples",27600,"kg",1,207000,27600
2022-07-18,"Food SMEB","Lentils","Red lentils",53916.6666666667,"kg",1,202187.5,53916.6666666667
2022-07-18,"Food MEB","Onion","Red onion",13025,"kg",1,39075,13025
2022-07-18,"Food SMEB","Salt","Salt",23892.5,"g",700,20475.8725,34166.275
2022-07-18,"Food SMEB","Sardine","Sardines can",27031.6,"g",125,486568.8,216252.8
2022-07-18,"Food SMEB","Tomato Paste","Small tomato paste",14896.3333333333,"g",70,638456.846666665,212868.603333333
2022-07-18,"Food SMEB","Sugar","Sugar",28620.7142857143,"kg",1,85862.1428571429,28620.7142857143
2022-07-18,"Food SMEB","Sunflower Oil","Sunflower Oil",455946.25,"L",3.5,331928.87,130400.6275
2022-07-18,"Food MEB","Tahini","Tahina container",82837.5,"g",454,136681.875,182491.0125
2022-07-18,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-07-18,"Food MEB","Tomato","Tomato",13205.175,"kg",1,99038.8125,13205.175
2022-07-18,"Food SMEB","White Beans","White beans",56363.3333333333,"kg",1,84544.9999999999,56363.3333333333
2022-07-18,"Food MEB","Fresh Chicken","Whole chicken",87931.6666666667,"kg",1,329743.75,87931.6666666667
2022-07-18,"Food MEB","Zucchini","Zucchini",15392.55,"kg",1,69266.475,15392.55
2022-07-04,"Food MEB","Banana","Bananas",22811.6,"kg",1,205304.4,22811.6
2022-07-04,"Food SMEB","Cabbage","Cabbage",12732.7444444444,"kg",1,171892.049999999,12732.7444444444
2022-07-04,"Food SMEB","Carrots","Carrots",17649.8888888889,"kg",1,52949.6666666667,17649.8888888889
2022-07-04,"Food SMEB","Chickpeas","Chickpeas packed",59108.75,"kg",1,265989.375,59108.75
2022-07-04,"Food MEB","Cucumber","Cucumber",13183.1555555556,"kg",1,79098.9333333336,13183.1555555556
2022-07-04,"Food SMEB","Eggs","Eggs",105466.625,"pieces",30,131833.28125,59061.31
2022-07-04,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-07-04,"Food MEB","Oranges","Naval oranges",10878.3,"kg",1,97904.7,10878.3
2022-07-04,"Food MEB","Parsley","Parsley",4580.44444444444,"bundle",1,412240,91608.8888888888
2022-07-04,"Food SMEB","Rice","Plain rice",28410,"kg",1,340920,28410
2022-07-04,"Food SMEB","Potatoes","Potato",13214.425,"kg",1,138751.4625,13214.425
2022-07-04,"Food SMEB","Apples","Red apples",26641.6666666667,"kg",1,199812.5,26641.6666666667
2022-07-04,"Food SMEB","Lentils","Red lentils",53250,"kg",1,199687.5,53250
2022-07-04,"Food MEB","Onion","Red onion",11312.375,"kg",1,33937.125,11312.375
2022-07-04,"Food SMEB","Salt","Salt",23664,"g",700,20280.048,33839.52
2022-07-04,"Food SMEB","Sardine","Sardines can",27031.6,"g",125,486568.8,216252.8
2022-07-04,"Food SMEB","Tomato Paste","Small tomato paste",14309.6666666667,"g",70,613312.313333335,204485.136666667
2022-07-04,"Food SMEB","Sugar","Sugar",28540.7142857143,"kg",1,85622.1428571429,28540.7142857143
2022-07-04,"Food SMEB","Sunflower Oil","Sunflower Oil",455946.25,"L",3.5,331928.87,130400.6275
2022-07-04,"Food MEB","Tahini","Tahina container",82878.5714285714,"g",454,136749.642857143,182581.492857143
2022-07-04,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-07-04,"Food MEB","Tomato","Tomato",11636.0444444444,"kg",1,87270.333333333,11636.0444444444
2022-07-04,"Food SMEB","White Beans","White beans",56021.6666666667,"kg",1,84032.5000000001,56021.6666666667
2022-07-04,"Food MEB","Fresh Chicken","Whole chicken",81915,"kg",1,307181.25,81915
2022-07-04,"Food MEB","Zucchini","Zucchini",16363.8,"kg",1,73637.1,16363.8
2022-06-20,"Food MEB","Banana","Bananas",21411.25,"kg",1,192701.25,21411.25
2022-06-20,"Food SMEB","Cabbage","Cabbage",18477.2222222222,"kg",1,249442.5,18477.2222222222
2022-06-20,"Food SMEB","Carrots","Carrots",17488.2222222222,"kg",1,52464.6666666666,17488.2222222222
2022-06-20,"Food SMEB","Chickpeas","Chickpeas packed",61608.75,"kg",1,277239.375,61608.75
2022-06-20,"Food MEB","Cucumber","Cucumber",14671.5555555556,"kg",1,88029.3333333336,14671.5555555556
2022-06-20,"Food SMEB","Eggs","Eggs",100777.875,"pieces",30,125972.34375,56435.61
2022-06-20,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-06-20,"Food MEB","Oranges","Naval oranges",9880.8,"kg",1,88927.2,9880.8
2022-06-20,"Food MEB","Parsley","Parsley",4491.6,"bundle",1,404244,89832
2022-06-20,"Food SMEB","Rice","Plain rice",29950.8333333333,"kg",1,359410,29950.8333333333
2022-06-20,"Food SMEB","Potatoes","Potato",14348.925,"kg",1,150663.7125,14348.925
2022-06-20,"Food SMEB","Apples","Red apples",27216.6666666667,"kg",1,204125,27216.6666666667
2022-06-20,"Food SMEB","Lentils","Red lentils",53166.6666666667,"kg",1,199375,53166.6666666667
2022-06-20,"Food MEB","Onion","Red onion",10364.425,"kg",1,31093.275,10364.425
2022-06-20,"Food SMEB","Salt","Salt",23892.5,"g",700,20475.8725,34166.275
2022-06-20,"Food SMEB","Sardine","Sardines can",27743,"g",125,499374,221944
2022-06-20,"Food SMEB","Tomato Paste","Small tomato paste",14309.6666666667,"g",70,613312.313333335,204485.136666667
2022-06-20,"Food SMEB","Sugar","Sugar",27775.7142857143,"kg",1,83327.1428571429,27775.7142857143
2022-06-20,"Food SMEB","Sunflower Oil","Sunflower Oil",455946.25,"L",3.5,331928.87,130400.6275
2022-06-20,"Food MEB","Tahini","Tahina container",83858.3333333333,"g",454,138366.25,184739.908333333
2022-06-20,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-06-20,"Food MEB","Tomato","Tomato",11907.5857142857,"kg",1,89306.8928571428,11907.5857142857
2022-06-20,"Food SMEB","White Beans","White beans",58520,"kg",1,87780,58520
2022-06-20,"Food MEB","Fresh Chicken","Whole chicken",79323.3333333333,"kg",1,297462.5,79323.3333333333
2022-06-20,"Food MEB","Zucchini","Zucchini",17219.725,"kg",1,77488.7625,17219.725
2022-06-06,"Food MEB","Banana","Bananas",18841.6,"kg",1,169574.4,18841.6
2022-06-06,"Food SMEB","Cabbage","Cabbage",24788.7777777778,"kg",1,334648.5,24788.7777777778
2022-06-06,"Food SMEB","Carrots","Carrots",18772.1888888889,"kg",1,56316.5666666667,18772.1888888889
2022-06-06,"Food SMEB","Chickpeas","Chickpeas packed",60733.75,"kg",1,273301.875,60733.75
2022-06-06,"Food MEB","Cucumber","Cucumber",14555,"kg",1,87330,14555
2022-06-06,"Food SMEB","Eggs","Eggs",99465.375,"pieces",30,124331.71875,55700.61
2022-06-06,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-06-06,"Food MEB","Oranges","Naval oranges",9708.3,"kg",1,87374.7,9708.3
2022-06-06,"Food MEB","Parsley","Parsley",4234.25,"bundle",1,381082.5,84685
2022-06-06,"Food SMEB","Rice","Plain rice",29410.8333333333,"kg",1,352930,29410.8333333333
2022-06-06,"Food SMEB","Potatoes","Potato",15559.25,"kg",1,163372.125,15559.25
2022-06-06,"Food SMEB","Apples","Red apples",26137.5,"kg",1,196031.25,26137.5
2022-06-06,"Food SMEB","Lentils","Red lentils",51000,"kg",1,191250,51000
2022-06-06,"Food MEB","Onion","Red onion",9491.475,"kg",1,28474.425,9491.475
2022-06-06,"Food SMEB","Salt","Salt",22142,"g",700,18975.694,31663.06
2022-06-06,"Food SMEB","Sardine","Sardines can",28787.1666666667,"g",125,518169.000000001,230297.333333334
2022-06-06,"Food SMEB","Tomato Paste","Small tomato paste",13803,"g",70,591596.58,197244.87
2022-06-06,"Food SMEB","Sugar","Sugar",27632.8571428571,"kg",1,82898.5714285713,27632.8571428571
2022-06-06,"Food SMEB","Sunflower Oil","Sunflower Oil",439535,"L",3.5,319981.48,125707.01
2022-06-06,"Food MEB","Tahini","Tahina container",75009,"g",454,123764.85,165244.827
2022-06-06,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-06-06,"Food MEB","Tomato","Tomato",20916,"kg",1,156870,20916
2022-06-06,"Food SMEB","White Beans","White beans",58520,"kg",1,87780,58520
2022-06-06,"Food MEB","Fresh Chicken","Whole chicken",70320,"kg",1,263700,70320
2022-06-06,"Food MEB","Zucchini","Zucchini",19637.375,"kg",1,88368.1875,19637.375
2022-05-30,"Food MEB","Banana","Bananas",18161.6,"kg",1,163454.4,18161.6
2022-05-30,"Food SMEB","Cabbage","Cabbage",26094.2666666667,"kg",1,352272.6,26094.2666666667
2022-05-30,"Food SMEB","Carrots","Carrots",17397.2222222222,"kg",1,52191.6666666666,17397.2222222222
2022-05-30,"Food SMEB","Chickpeas","Chickpeas packed",57395,"kg",1,258277.5,57395
2022-05-30,"Food MEB","Cucumber","Cucumber",13544.4444444444,"kg",1,81266.6666666664,13544.4444444444
2022-05-30,"Food SMEB","Eggs","Eggs",105108.666666667,"pieces",30,131385.833333334,58860.8533333335
2022-05-30,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-05-30,"Food MEB","Oranges","Naval oranges",11008.3,"kg",1,99074.7,11008.3
2022-05-30,"Food MEB","Parsley","Parsley",4227.04444444444,"bundle",1,380434,84540.8888888888
2022-05-30,"Food SMEB","Rice","Plain rice",28248.3333333333,"kg",1,338980,28248.3333333333
2022-05-30,"Food SMEB","Potatoes","Potato",16466.475,"kg",1,172897.9875,16466.475
2022-05-30,"Food SMEB","Apples","Red apples",28450,"kg",1,213375,28450
2022-05-30,"Food SMEB","Lentils","Red lentils",52250,"kg",1,195937.5,52250
2022-05-30,"Food MEB","Onion","Red onion",9121.75,"kg",1,27365.25,9121.75
2022-05-30,"Food SMEB","Salt","Salt",21147,"g",700,18122.979,30240.21
2022-05-30,"Food SMEB","Sardine","Sardines can",27631.8571428571,"g",125,497373.428571428,221054.857142857
2022-05-30,"Food SMEB","Tomato Paste","Small tomato paste",13803,"g",70,591596.58,197244.87
2022-05-30,"Food SMEB","Sugar","Sugar",27947.1428571429,"kg",1,83841.4285714287,27947.1428571429
2022-05-30,"Food SMEB","Sunflower Oil","Sunflower Oil",456232.5,"L",3.5,332137.26,130482.495
2022-05-30,"Food MEB","Tahini","Tahina container",75935,"g",454,125292.75,167284.805
2022-05-30,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-05-30,"Food MEB","Tomato","Tomato",33260.9333333333,"kg",1,249457,33260.9333333333
2022-05-30,"Food SMEB","White Beans","White beans",59886.6666666667,"kg",1,89830.0000000001,59886.6666666667
2022-05-30,"Food MEB","Fresh Chicken","Whole chicken",71498.5714285714,"kg",1,268119.642857143,71498.5714285714
2022-05-30,"Food MEB","Zucchini","Zucchini",21403.975,"kg",1,96317.8875,21403.975
2022-05-23,"Food MEB","Banana","Bananas",17237.5,"kg",1,155137.5,17237.5
2022-05-23,"Food SMEB","Cabbage","Cabbage",24241.475,"kg",1,327259.9125,24241.475
2022-05-23,"Food SMEB","Carrots","Carrots",18799.8888888889,"kg",1,56399.6666666667,18799.8888888889
2022-05-23,"Food SMEB","Chickpeas","Chickpeas packed",50125,"kg",1,225562.5,50125
2022-05-23,"Food MEB","Cucumber","Cucumber",13949.9333333333,"kg",1,83699.5999999998,13949.9333333333
2022-05-23,"Food SMEB","Eggs","Eggs",95475.8888888889,"pieces",30,119344.861111111,53466.4977777778
2022-05-23,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-05-23,"Food MEB","Oranges","Naval oranges",11950,"kg",1,107550,11950
2022-05-23,"Food MEB","Parsley","Parsley",4858.3,"bundle",1,437247,97166
2022-05-23,"Food SMEB","Rice","Plain rice",28075.8333333333,"kg",1,336910,28075.8333333333
2022-05-23,"Food SMEB","Potatoes","Potato",16580.3777777778,"kg",1,174093.966666667,16580.3777777778
2022-05-23,"Food SMEB","Apples","Red apples",25123.6,"kg",1,188427,25123.6
2022-05-23,"Food SMEB","Lentils","Red lentils",55083.3333333333,"kg",1,206562.5,55083.3333333333
2022-05-23,"Food MEB","Onion","Red onion",9410.225,"kg",1,28230.675,9410.225
2022-05-23,"Food SMEB","Salt","Salt",20117,"g",700,17240.269,28767.31
2022-05-23,"Food SMEB","Sardine","Sardines can",27413.8333333333,"g",125,493448.999999999,219310.666666666
2022-05-23,"Food SMEB","Tomato Paste","Small tomato paste",13585.8333333333,"g",70,582288.816666665,194141.558333333
2022-05-23,"Food SMEB","Sugar","Sugar",29462.1428571429,"kg",1,88386.4285714287,29462.1428571429
2022-05-23,"Food SMEB","Sunflower Oil","Sunflower Oil",409330,"L",3.5,297992.24,117068.38
2022-05-23,"Food MEB","Tahini","Tahina container",72048.3333333333,"g",454,118879.75,158722.478333333
2022-05-23,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-05-23,"Food MEB","Tomato","Tomato",28818.625,"kg",1,216139.6875,28818.625
2022-05-23,"Food SMEB","White Beans","White beans",60546.6666666667,"kg",1,90820.0000000001,60546.6666666667
2022-05-23,"Food MEB","Fresh Chicken","Whole chicken",72427.1428571429,"kg",1,271601.785714286,72427.1428571429
2022-05-23,"Food MEB","Zucchini","Zucchini",23168.625,"kg",1,104258.8125,23168.625
2022-05-16,"Food MEB","Banana","Bananas",16224.2857142857,"kg",1,146018.571428571,16224.2857142857
2022-05-16,"Food SMEB","Cabbage","Cabbage",22568.625,"kg",1,304676.4375,22568.625
2022-05-16,"Food SMEB","Carrots","Carrots",20311,"kg",1,60933,20311
2022-05-16,"Food SMEB","Chickpeas","Chickpeas packed",50125,"kg",1,225562.5,50125
2022-05-16,"Food MEB","Cucumber","Cucumber",13925,"kg",1,83550,13925
2022-05-16,"Food SMEB","Eggs","Eggs",92692.5555555556,"pieces",30,115865.694444445,51907.8311111111
2022-05-16,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-05-16,"Food MEB","Oranges","Naval oranges",12350,"kg",1,111150,12350
2022-05-16,"Food MEB","Parsley","Parsley",5474.96666666667,"bundle",1,492747,109499.333333333
2022-05-16,"Food SMEB","Rice","Plain rice",27198.3333333333,"kg",1,326380,27198.3333333333
2022-05-16,"Food SMEB","Potatoes","Potato",16694.4111111111,"kg",1,175291.316666667,16694.4111111111
2022-05-16,"Food SMEB","Apples","Red apples",23241.5,"kg",1,174311.25,23241.5
2022-05-16,"Food SMEB","Lentils","Red lentils",51411.6666666667,"kg",1,192793.75,51411.6666666667
2022-05-16,"Food MEB","Onion","Red onion",9687.375,"kg",1,29062.125,9687.375
2022-05-16,"Food SMEB","Salt","Salt",20083.6,"g",700,17211.6452,28719.548
2022-05-16,"Food SMEB","Sardine","Sardines can",24774.75,"g",125,445945.5,198198
2022-05-16,"Food SMEB","Tomato Paste","Small tomato paste",12650,"g",70,542179,180768.5
2022-05-16,"Food SMEB","Sugar","Sugar",28473.5714285714,"kg",1,85420.7142857142,28473.5714285714
2022-05-16,"Food SMEB","Sunflower Oil","Sunflower Oil",403985,"L",3.5,294101.08,115539.71
2022-05-16,"Food MEB","Tahini","Tahina container",70965,"g",454,117092.25,156335.895
2022-05-16,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-05-16,"Food MEB","Tomato","Tomato",29563.7444444444,"kg",1,221728.083333333,29563.7444444444
2022-05-16,"Food SMEB","White Beans","White beans",56881.6666666667,"kg",1,85322.5000000001,56881.6666666667
2022-05-16,"Food MEB","Fresh Chicken","Whole chicken",69284.2857142857,"kg",1,259816.071428571,69284.2857142857
2022-05-16,"Food MEB","Zucchini","Zucchini",23366.475,"kg",1,105149.1375,23366.475
2022-05-09,"Food MEB","Banana","Bananas",15219.0142857143,"kg",1,136971.128571429,15219.0142857143
2022-05-09,"Food SMEB","Cabbage","Cabbage",23549.375,"kg",1,317916.5625,23549.375
2022-05-09,"Food SMEB","Carrots","Carrots",22638.3333333333,"kg",1,67914.9999999999,22638.3333333333
2022-05-09,"Food SMEB","Chickpeas","Chickpeas packed",48125,"kg",1,216562.5,48125
2022-05-09,"Food MEB","Cucumber","Cucumber",17643.75,"kg",1,105862.5,17643.75
2022-05-09,"Food SMEB","Eggs","Eggs",95644.2222222222,"pieces",30,119555.277777778,53560.7644444444
2022-05-09,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-05-09,"Food MEB","Oranges","Naval oranges",12700,"kg",1,114300,12700
2022-05-09,"Food MEB","Parsley","Parsley",6280.22222222222,"bundle",1,565220,125604.444444444
2022-05-09,"Food SMEB","Rice","Plain rice",25690,"kg",1,308280,25690
2022-05-09,"Food SMEB","Potatoes","Potato",16130.05,"kg",1,169365.525,16130.05
2022-05-09,"Food SMEB","Apples","Red apples",22956.125,"kg",1,172170.9375,22956.125
2022-05-09,"Food SMEB","Lentils","Red lentils",47915,"kg",1,179681.25,47915
2022-05-09,"Food MEB","Onion","Red onion",8785.35,"kg",1,26356.05,8785.35
2022-05-09,"Food SMEB","Salt","Salt",20083.6,"g",700,17211.6452,28719.548
2022-05-09,"Food SMEB","Sardine","Sardines can",24888.2857142857,"g",125,447989.142857143,199106.285714286
2022-05-09,"Food SMEB","Tomato Paste","Small tomato paste",11505.4285714286,"g",70,493122.66857143,164412.574285715
2022-05-09,"Food SMEB","Sugar","Sugar",29205.625,"kg",1,87616.875,29205.625
2022-05-09,"Food SMEB","Sunflower Oil","Sunflower Oil",403985,"L",3.5,294101.08,115539.71
2022-05-09,"Food MEB","Tahini","Tahina container",68048.3333333333,"g",454,112279.75,149910.478333333
2022-05-09,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-05-09,"Food MEB","Tomato","Tomato",33210.4444444444,"kg",1,249078.333333333,33210.4444444444
2022-05-09,"Food SMEB","White Beans","White beans",55501.6666666667,"kg",1,83252.5000000001,55501.6666666667
2022-05-09,"Food MEB","Fresh Chicken","Whole chicken",78141.4285714286,"kg",1,293030.357142857,78141.4285714286
2022-05-09,"Food MEB","Zucchini","Zucchini",25485.5,"kg",1,114684.75,25485.5
2022-04-26,"Food MEB","Banana","Bananas",14201.1571428571,"kg",1,127810.414285714,14201.1571428571
2022-04-26,"Food SMEB","Cabbage","Cabbage",16791.6333333333,"kg",1,226687.05,16791.6333333333
2022-04-26,"Food SMEB","Carrots","Carrots",18260.4444444444,"kg",1,54781.3333333332,18260.4444444444
2022-04-26,"Food SMEB","Chickpeas","Chickpeas packed",55125,"kg",1,248062.5,55125
2022-04-26,"Food MEB","Cucumber","Cucumber",22227.1111111111,"kg",1,133362.666666667,22227.1111111111
2022-04-26,"Food SMEB","Eggs","Eggs",96078.3,"pieces",30,120097.875,53803.848
2022-04-26,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-04-26,"Food MEB","Oranges","Naval oranges",13166.6666666667,"kg",1,118500,13166.6666666667
2022-04-26,"Food MEB","Parsley","Parsley",6502.66666666667,"bundle",1,585240,130053.333333333
2022-04-26,"Food SMEB","Rice","Plain rice",24396,"kg",1,292752,24396
2022-04-26,"Food SMEB","Potatoes","Potato",13838.3,"kg",1,145302.15,13838.3
2022-04-26,"Food SMEB","Apples","Red apples",20874.875,"kg",1,156561.5625,20874.875
2022-04-26,"Food SMEB","Lentils","Red lentils",48495,"kg",1,181856.25,48495
2022-04-26,"Food MEB","Onion","Red onion",8306.125,"kg",1,24918.375,8306.125
2022-04-26,"Food SMEB","Salt","Salt",20083.6,"g",700,17211.6452,28719.548
2022-04-26,"Food SMEB","Sardine","Sardines can",22751.625,"g",125,409529.25,182013
2022-04-26,"Food SMEB","Tomato Paste","Small tomato paste",11326.8571428571,"g",70,485469.097142855,161860.788571428
2022-04-26,"Food SMEB","Sugar","Sugar",28887.5,"kg",1,86662.5,28887.5
2022-04-26,"Food SMEB","Sunflower Oil","Sunflower Oil",369242.5,"L",3.5,268808.54,105603.355
2022-04-26,"Food MEB","Tahini","Tahina container",65615.8333333333,"g",454,108266.125,144551.680833333
2022-04-26,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-04-26,"Food MEB","Tomato","Tomato",30222.0444444444,"kg",1,226665.333333333,30222.0444444444
2022-04-26,"Food SMEB","White Beans","White beans",56301.6666666667,"kg",1,84452.5000000001,56301.6666666667
2022-04-26,"Food MEB","Fresh Chicken","Whole chicken",83284.2857142857,"kg",1,312316.071428571,83284.2857142857
2022-04-26,"Food MEB","Zucchini","Zucchini",29287.375,"kg",1,131793.1875,29287.375
2022-04-19,"Food MEB","Banana","Bananas",13711.8714285714,"kg",1,123406.842857143,13711.8714285714
2022-04-19,"Food SMEB","Cabbage","Cabbage",12888.7777777778,"kg",1,173998.5,12888.7777777778
2022-04-19,"Food SMEB","Carrots","Carrots",16458.1888888889,"kg",1,49374.5666666667,16458.1888888889
2022-04-19,"Food SMEB","Chickpeas","Chickpeas packed",47125,"kg",1,212062.5,47125
2022-04-19,"Food MEB","Cucumber","Cucumber",29627.1111111111,"kg",1,177762.666666667,29627.1111111111
2022-04-19,"Food SMEB","Eggs","Eggs",97143.6666666667,"pieces",30,121429.583333333,54400.4533333334
2022-04-19,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-04-19,"Food MEB","Oranges","Naval oranges",11983.3333333333,"kg",1,107850,11983.3333333333
2022-04-19,"Food MEB","Parsley","Parsley",7195.675,"bundle",1,647610.75,143913.5
2022-04-19,"Food SMEB","Rice","Plain rice",23096,"kg",1,277152,23096
2022-04-19,"Food SMEB","Potatoes","Potato",13443.8555555556,"kg",1,141160.483333334,13443.8555555556
2022-04-19,"Food SMEB","Apples","Red apples",21538.7777777778,"kg",1,161540.833333333,21538.7777777778
2022-04-19,"Food SMEB","Lentils","Red lentils",48475,"kg",1,181781.25,48475
2022-04-19,"Food MEB","Onion","Red onion",8213.18888888889,"kg",1,24639.5666666667,8213.18888888889
2022-04-19,"Food SMEB","Salt","Salt",20083.6,"g",700,17211.6452,28719.548
2022-04-19,"Food SMEB","Sardine","Sardines can",22242.875,"g",125,400371.75,177943
2022-04-19,"Food SMEB","Tomato Paste","Small tomato paste",11198.2857142857,"g",70,479958.525714285,160023.502857143
2022-04-19,"Food SMEB","Sugar","Sugar",29230,"kg",1,87690,29230
2022-04-19,"Food SMEB","Sunflower Oil","Sunflower Oil",369242.5,"L",3.5,268808.54,105603.355
2022-04-19,"Food MEB","Tahini","Tahina container",64966.6666666667,"g",454,107195,143121.566666667
2022-04-19,"Food SMEB","Tea","Tea (unflavored) packed",75000,"g",454,99000,165225
2022-04-19,"Food MEB","Tomato","Tomato",24933.1555555556,"kg",1,186998.666666667,24933.1555555556
2022-04-19,"Food SMEB","White Beans","White beans",52880,"kg",1,79320,52880
2022-04-19,"Food MEB","Fresh Chicken","Whole chicken",83570,"kg",1,313387.5,83570
2022-04-19,"Food MEB","Zucchini","Zucchini",27764.425,"kg",1,124939.9125,27764.425
2022-04-04,"Food MEB","Banana","Bananas",13430.8857142857,"kg",1,120877.971428571,13430.8857142857
2022-04-04,"Food SMEB","Cabbage","Cabbage",9630.41111111111,"kg",1,130010.55,9630.41111111111
2022-04-04,"Food SMEB","Carrots","Carrots",14319.3333333333,"kg",1,42957.9999999999,14319.3333333333
2022-04-04,"Food SMEB","Chickpeas","Chickpeas packed",47916.6666666667,"kg",1,215625,47916.6666666667
2022-04-04,"Food MEB","Cucumber","Cucumber",30760.4111111111,"kg",1,184562.466666667,30760.4111111111
2022-04-04,"Food SMEB","Eggs","Eggs",107584.75,"pieces",30,134480.9375,60247.46
2022-04-04,"Food SMEB","Powdered Milk","Milk powder can",269750,"kg",2.5,323700,107900
2022-04-04,"Food MEB","Oranges","Naval oranges",12650,"kg",1,113850,12650
2022-04-04,"Food MEB","Parsley","Parsley",6827.63333333333,"bundle",1,614487,136552.666666667
2022-04-04,"Food SMEB","Rice","Plain rice",25398,"kg",1,304776,25398
2022-04-04,"Food SMEB","Potatoes","Potato",14055,"kg",1,147577.5,14055
2022-04-04,"Food SMEB","Apples","Red apples",22197.725,"kg",1,166482.9375,22197.725
2022-04-04,"Food SMEB","Lentils","Red lentils",48475,"kg",1,181781.25,48475
2022-04-04,"Food MEB","Onion","Red onion",8627.07777777778,"kg",1,25881.2333333333,8627.07777777778
2022-04-04,"Food SMEB","Salt","Salt",20083.6,"g",700,17211.6452,28719.548
2022-04-04,"Food SMEB","Sardine","Sardines can",22612.25,"g",125,407020.5,180898
2022-04-04,"Food SMEB","Tomato Paste","Small tomato paste",11282.1666666667,"g",70,483553.663333335,161222.161666667
2022-04-04,"Food SMEB","Sugar","Sugar",28337.5,"kg",1,85012.5,28337.5
